n,tip,repetari,algoritm,status,rulari,timp_total_sec,timp_mediu_sec,timp_min_sec,timp_max_sec,memorie_auxiliara_estimata_bytes,memorie_totala_estimata_bytes
100000,plat,3,Heap Sort,OK,3,0.020581,0.006860,0.006714,0.007102,0,400000
100000,plat,3,Counting Sort,OK,3,0.000908,0.000303,0.000291,0.000313,400020,800020
100000,plat,3,Radix Sort,OK,3,0.001004,0.000335,0.000313,0.000350,400040,800040
1000000,aleator,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,aleator,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,aleator,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,aleator,1,Quick Sort,OK,1,0.073267,0.073267,0.073267,0.073267,0,4000000
1000000,aleator,1,Merge Sort,OK,1,0.099247,0.099247,0.099247,0.099247,4000000,8000000
1000000,aleator,1,Heap Sort,OK,1,0.141153,0.141153,0.141153,0.141153,0,4000000
1000000,aleator,1,Counting Sort,OK,1,0.005997,0.005997,0.005997,0.005997,8000000,12000000
1000000,aleator,1,Radix Sort,OK,1,0.016704,0.016704,0.016704,0.016704,4000040,8000040
1000000,sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,sortat,1,Quick Sort,OK,1,0.009990,0.009990,0.009990,0.009990,0,4000000
1000000,sortat,1,Merge Sort,OK,1,0.049654,0.049654,0.049654,0.049654,4000000,8000000
1000000,sortat,1,Heap Sort,OK,1,0.092810,0.092810,0.092810,0.092810,0,4000000
1000000,sortat,1,Counting Sort,OK,1,0.003620,0.003620,0.003620,0.003620,8000000,12000000
1000000,sortat,1,Radix Sort,OK,1,0.017015,0.017015,0.017015,0.017015,4000040,8000040
1000000,invers_sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,invers_sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,invers_sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,invers_sortat,1,Quick Sort,OK,1,0.010748,0.010748,0.010748,0.010748,0,4000000
1000000,invers_sortat,1,Merge Sort,OK,1,0.050027,0.050027,0.050027,0.050027,4000000,8000000
1000000,invers_sortat,1,Heap Sort,OK,1,0.092145,0.092145,0.092145,0.092145,0,4000000
1000000,invers_sortat,1,Counting Sort,OK,1,0.003334,0.003334,0.003334,0.003334,8000000,12000000
1000000,invers_sortat,1,Radix Sort,OK,1,0.017078,0.017078,0.017078,0.017078,4000040,8000040
1000000,aproape_sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,aproape_sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,aproape_sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,aproape_sortat,1,Quick Sort,OK,1,0.024839,0.024839,0.024839,0.024839,0,4000000
1000000,aproape_sortat,1,Merge Sort,OK,1,0.056167,0.056167,0.056167,0.056167,4000000,8000000
1000000,aproape_sortat,1,Heap Sort,OK,1,0.100360,0.100360,0.100360,0.100360,0,4000000
1000000,aproape_sortat,1,Counting Sort,OK,1,0.003933,0.003933,0.003933,0.003933,8000000,12000000
1000000,aproape_sortat,1,Radix Sort,OK,1,0.016250,0.016250,0.016250,0.016250,4000040,8000040
1000000,plat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,plat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,plat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,4000000
1000000,plat,1,Quick Sort,OK,1,0.028940,0.028940,0.028940,0.028940,0,4000000
1000000,plat,1,Merge Sort,OK,1,0.062245,0.062245,0.062245,0.062245,4000000,8000000
1000000,plat,1,Heap Sort,OK,1,0.076694,0.076694,0.076694,0.076694,0,4000000
1000000,plat,1,Counting Sort,OK,1,0.002936,0.002936,0.002936,0.002936,4000020,8000020
1000000,plat,1,Radix Sort,OK,1,0.003174,0.003174,0.003174,0.003174,4000040,8000040
10000000,aleator,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,aleator,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,aleator,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,aleator,1,Quick Sort,OK,1,0.832404,0.832404,0.832404,0.832404,0,40000000
10000000,aleator,1,Merge Sort,OK,1,1.153653,1.153653,1.153653,1.153653,40000000,80000000
10000000,aleator,1,Heap Sort,OK,1,1.963819,1.963819,1.963819,1.963819,0,40000000
10000000,aleator,1,Counting Sort,OK,1,0.223766,0.223766,0.223766,0.223766,80000000,120000000
10000000,aleator,1,Radix Sort,OK,1,0.196660,0.196660,0.196660,0.196660,40000040,80000040
10000000,sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,sortat,1,Quick Sort,OK,1,0.116360,0.116360,0.116360,0.116360,0,40000000
10000000,sortat,1,Merge Sort,OK,1,0.576652,0.576652,0.576652,0.576652,40000000,80000000
10000000,sortat,1,Heap Sort,OK,1,1.028517,1.028517,1.028517,1.028517,0,40000000
10000000,sortat,1,Counting Sort,OK,1,0.036196,0.036196,0.036196,0.036196,80000000,120000000
10000000,sortat,1,Radix Sort,OK,1,0.199017,0.199017,0.199017,0.199017,40000040,80000040
10000000,invers_sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,invers_sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,invers_sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,invers_sortat,1,Quick Sort,OK,1,0.124414,0.124414,0.124414,0.124414,0,40000000
10000000,invers_sortat,1,Merge Sort,OK,1,0.583132,0.583132,0.583132,0.583132,40000000,80000000
10000000,invers_sortat,1,Heap Sort,OK,1,1.009550,1.009550,1.009550,1.009550,0,40000000
10000000,invers_sortat,1,Counting Sort,OK,1,0.032633,0.032633,0.032633,0.032633,80000000,120000000
10000000,invers_sortat,1,Radix Sort,OK,1,0.194739,0.194739,0.194739,0.194739,40000040,80000040
10000000,aproape_sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,aproape_sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,aproape_sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,aproape_sortat,1,Quick Sort,OK,1,0.199422,0.199422,0.199422,0.199422,0,40000000
10000000,aproape_sortat,1,Merge Sort,OK,1,0.641424,0.641424,0.641424,0.641424,40000000,80000000
10000000,aproape_sortat,1,Heap Sort,OK,1,1.147260,1.147260,1.147260,1.147260,0,40000000
10000000,aproape_sortat,1,Counting Sort,OK,1,0.090661,0.090661,0.090661,0.090661,80000000,120000000
10000000,aproape_sortat,1,Radix Sort,OK,1,0.195183,0.195183,0.195183,0.195183,40000040,80000040
10000000,plat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,plat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,plat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,40000000
10000000,plat,1,Quick Sort,OK,1,0.332450,0.332450,0.332450,0.332450,0,40000000
10000000,plat,1,Merge Sort,OK,1,0.695040,0.695040,0.695040,0.695040,40000000,80000000
10000000,plat,1,Heap Sort,OK,1,0.854386,0.854386,0.854386,0.854386,0,40000000
10000000,plat,1,Counting Sort,OK,1,0.028987,0.028987,0.028987,0.028987,40000020,80000020
10000000,plat,1,Radix Sort,OK,1,0.032691,0.032691,0.032691,0.032691,40000040,80000040
100000000,aleator,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,aleator,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,aleator,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,aleator,1,Quick Sort,OK,1,9.326951,9.326951,9.326951,9.326951,0,400000000
100000000,aleator,1,Merge Sort,OK,1,13.188409,13.188409,13.188409,13.188409,400000000,800000000
100000000,aleator,1,Heap Sort,OK,1,27.727918,27.727918,27.727918,27.727918,0,400000000
100000000,aleator,1,Counting Sort,SKIP_MEMORIE,0,0.000000,0.000000,0.000000,0.000000,800000000,1200000000
100000000,aleator,1,Radix Sort,OK,1,2.328420,2.328420,2.328420,2.328420,400000040,800000040
100000000,sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,sortat,1,Quick Sort,OK,1,1.379252,1.379252,1.379252,1.379252,0,400000000
100000000,sortat,1,Merge Sort,OK,1,6.633028,6.633028,6.633028,6.633028,400000000,800000000
100000000,sortat,1,Heap Sort,OK,1,11.624543,11.624543,11.624543,11.624543,0,400000000
100000000,sortat,1,Counting Sort,SKIP_MEMORIE,0,0.000000,0.000000,0.000000,0.000000,800000000,1200000000
100000000,sortat,1,Radix Sort,OK,1,2.335409,2.335409,2.335409,2.335409,400000040,800000040
100000000,invers_sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,invers_sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,invers_sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,invers_sortat,1,Quick Sort,OK,1,1.459036,1.459036,1.459036,1.459036,0,400000000
100000000,invers_sortat,1,Merge Sort,OK,1,6.650800,6.650800,6.650800,6.650800,400000000,800000000
100000000,invers_sortat,1,Heap Sort,OK,1,11.649282,11.649282,11.649282,11.649282,0,400000000
100000000,invers_sortat,1,Counting Sort,SKIP_MEMORIE,0,0.000000,0.000000,0.000000,0.000000,800000000,1200000000
100000000,invers_sortat,1,Radix Sort,OK,1,2.318402,2.318402,2.318402,2.318402,400000040,800000040
100000000,aproape_sortat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,aproape_sortat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,aproape_sortat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,aproape_sortat,1,Quick Sort,OK,1,2.341818,2.341818,2.341818,2.341818,0,400000000
100000000,aproape_sortat,1,Merge Sort,OK,1,7.560807,7.560807,7.560807,7.560807,400000000,800000000
100000000,aproape_sortat,1,Heap Sort,OK,1,14.250057,14.250057,14.250057,14.250057,0,400000000
100000000,aproape_sortat,1,Counting Sort,SKIP_MEMORIE,0,0.000000,0.000000,0.000000,0.000000,800000000,1200000000
100000000,aproape_sortat,1,Radix Sort,OK,1,2.359059,2.359059,2.359059,2.359059,400000040,800000040
100000000,plat,1,Bubble Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,plat,1,Selection Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,plat,1,Insertion Sort,SKIP_TIMP,0,0.000000,0.000000,0.000000,0.000000,0,400000000
100000000,plat,1,Quick Sort,OK,1,3.836528,3.836528,3.836528,3.836528,0,400000000
100000000,plat,1,Merge Sort,OK,1,8.050567,8.050567,8.050567,8.050567,400000000,800000000
100000000,plat,1,Heap Sort,OK,1,9.867123,9.867123,9.867123,9.867123,0,400000000
100000000,plat,1,Counting Sort,OK,1,0.328681,0.328681,0.328681,0.328681,400000020,800000020
100000000,plat,1,Radix Sort,OK,1,0.344874,0.344874,0.344874,0.344874,400000040,800000040
